,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
6964,6964,,7,6,338.5928114,3189,1096,0,1279.53317,301.0692258,2,2,iPhone
6814,6814,retained,8,7,128.2829813,807,9,15,4562.872733,2398.304529,3,0,iPhone
6479,6479,retained,8,8,46.29626658,1596,147,0,1994.862942,712.3567537,20,17,Android
4711,4711,retained,119,100,162.2669845,529,143,46,2836.553725,1863.454065,27,23,iPhone
4163,4163,retained,2,2,21.32521307,2032,0,0,2683.395442,1693.590362,16,15,iPhone
12522,12522,churned,112,90,719.573465,1641,50,45,4989.009478,1775.012599,4,2,Android
8375,8375,retained,175,140,279.6194354,1511,153,3,9798.214852,4690.024017,26,17,iPhone
11236,11236,churned,11,9,66.77247646,1073,25,151,4332.459101,1341.439392,16,16,Android
12390,12390,retained,35,28,102.6819714,971,17,0,4762.867315,2803.100969,17,17,iPhone
2682,2682,retained,70,59,121.7772408,2597,323,0,7656.666517,1639.017199,18,13,iPhone
9147,9147,retained,127,102,492.6413679,2164,80,0,811.2933656,666.8597955,3,3,Android
2508,2508,retained,131,105,149.7743909,683,398,0,3352.014846,1653.991322,16,14,iPhone
8072,8072,retained,60,51,179.3176077,893,0,34,8903.870017,1197.524504,17,16,Android
1510,1510,retained,0,0,168.8298724,3363,0,40,1234.700845,606.9263116,14,13,Android
4314,4314,churned,30,24,69.47060079,2256,36,21,2350.718598,1544.926923,10,9,iPhone
12620,12620,retained,101,81,165.2590835,242,8,8,4709.840674,468.8230369,12,9,Android
8482,8482,,18,15,147.0473606,103,11,8,3664.265524,1780.063301,20,17,Android
5356,5356,retained,31,28,85.33441177,88,84,30,4058.416302,2115.9567,14,14,iPhone
6639,6639,retained,11,10,223.4506887,1028,0,33,1388.298381,325.4820771,9,3,iPhone
5972,5972,retained,126,103,181.652066,2561,0,0,1895.656195,584.6738485,30,25,iPhone
1244,1244,retained,59,47,582.2663959,2149,163,0,1544.127637,845.3151452,25,18,iPhone
3734,3734,retained,155,136,267.6169279,2659,121,99,3079.995748,1654.69013,11,6,Android
8862,8862,retained,83,67,122.9159563,2763,92,0,3624.085465,2784.972029,19,18,iPhone
13506,13506,retained,81,65,152.308271,217,89,0,2825.273466,1124.20538,6,4,iPhone
4121,4121,retained,40,32,136.7883471,532,62,0,5817.352785,866.4917819,6,1,Android
12794,12794,retained,3,3,158.3535001,1048,85,0,1064.632474,410.5118524,14,13,iPhone
4995,4995,retained,9,7,27.06412234,1030,10,11,4646.843087,2919.779242,2,1,iPhone
10843,10843,churned,120,120,138.0420283,416,201,56,5006.730932,2273.461187,8,8,Android
8317,8317,retained,31,29,190.7821315,1422,246,78,4254.01798,1087.557023,28,21,Android
1876,1876,churned,16,13,88.79676291,1381,180,2,5200.221194,4260.077929,4,3,iPhone
8957,8957,retained,140,113,148.8499101,1139,4,22,6481.119202,4423.813617,28,19,iPhone
5262,5262,retained,4,4,152.711501,2419,263,0,3396.024739,535.7212737,27,21,iPhone
254,254,churned,48,39,65.39750604,1315,191,2,4637.017844,1602.177101,3,3,Android
10117,10117,retained,164,148,176.3779191,1366,416,0,6013.356152,249.1396722,17,17,iPhone
4511,4511,retained,9,9,78.69030629,1647,0,14,3140.927147,258.1921221,12,12,iPhone
9265,9265,retained,1,1,19.81982244,2144,468,0,5862.481732,2473.788633,1,1,iPhone
5159,5159,retained,14,12,74.59662036,3414,91,8,2204.810468,1703.914411,26,17,iPhone
12364,12364,retained,3,3,208.1588076,1027,136,119,4946.217047,1596.020519,23,14,iPhone
12471,12471,churned,8,8,38.67451469,1042,49,23,14079.5473,6986.135011,8,4,Android
759,759,retained,41,33,109.1307466,3415,46,63,2987.236048,1570.526593,28,20,iPhone
5481,5481,,23,18,46.75970786,540,270,18,2660.418827,1976.601223,16,14,iPhone
654,654,retained,190,156,286.623824,431,171,40,2766.752764,1347.406832,5,3,Android
5297,5297,retained,150,132,189.8103341,734,222,0,4656.377396,320.0782398,15,12,Android
9385,9385,retained,18,18,87.51292176,662,21,14,5972.710779,2036.941335,7,3,iPhone
5812,5812,retained,2,2,78.54821054,933,67,22,1681.140277,1314.481448,22,19,Android
5288,5288,retained,108,87,233.1678112,3100,32,0,2520.415877,1306.30878,2,0,iPhone
2892,2892,churned,19,19,30.56696766,1191,56,0,1573.77538,906.2714569,19,14,iPhone
3401,3401,retained,76,69,207.7686229,2921,41,20,3610.106386,1571.159654,7,3,Android
7626,7626,retained,45,36,243.5818447,988,79,0,4120.995364,1830.50439,16,11,iPhone
5636,5636,retained,12,10,130.3362163,3121,204,274,3384.180637,2234.876919,3,3,iPhone
1420,1420,retained,198,177,573.1859131,3001,147,41,6659.075429,1413.912111,8,6,iPhone
3044,3044,retained,79,64,88.19469671,1043,8,48,3713.73707,985.0487422,15,9,Android
2830,2830,retained,27,25,105.5084292,3083,364,0,3469.479294,2501.900652,16,8,Android
10134,10134,churned,58,48,202.9800178,443,99,0,6069.926593,2811.580673,22,20,iPhone
328,328,retained,38,31,146.0450616,1164,298,78,1906.574774,216.5227425,1,0,Android
11354,11354,retained,56,56,171.9397845,1047,133,0,2383.613983,1260.05105,23,18,Android
253,253,retained,27,22,44.4100336,1551,65,121,5654.090998,1326.127806,10,10,iPhone
13530,13530,retained,18,15,136.0283054,2392,240,39,4400.026098,2880.516562,1,0,iPhone
7318,7318,retained,32,29,121.7492901,2068,43,0,1278.768605,1003.8307,10,4,Android
6159,6159,churned,2,2,66.38772874,1555,91,0,2169.859196,1130.325835,0,0,Android
5323,5323,retained,67,63,95.89121616,2859,41,0,2857.865129,1122.362156,17,13,Android
8664,8664,churned,53,43,147.5582255,1819,122,0,3308.579135,1704.585218,1,1,iPhone
9782,9782,retained,104,86,105.7433143,3486,0,0,1462.833696,739.9349509,29,21,iPhone
4377,4377,retained,50,41,255.3026291,2247,54,0,4202.888718,2262.751446,12,5,iPhone
6022,6022,retained,68,68,71.34715919,1111,0,0,4934.003438,1588.372941,23,20,iPhone
5092,5092,churned,6,6,389.8372904,2757,497,44,2959.427295,1412.108989,3,3,iPhone
12623,12623,retained,51,42,144.0062967,1991,501,0,9241.097559,1559.95492,5,5,iPhone
5377,5377,churned,8,8,22.92124632,1162,54,0,1685.677902,699.9924394,4,2,iPhone
3019,3019,retained,166,134,169.5289162,2542,340,36,5802.143219,2829.05933,7,4,iPhone
3029,3029,retained,21,18,78.99231631,1072,189,65,1502.082339,390.4942483,14,7,iPhone
12952,12952,retained,30,24,30.84571539,1834,127,10,2528.907335,1337.382113,17,17,Android
2636,2636,retained,81,65,114.1146457,3199,217,3,1568.670827,929.0638684,8,5,iPhone
13176,13176,retained,139,112,271.4125555,2857,37,0,1441.1409,950.0811242,20,12,iPhone
9531,9531,retained,82,66,115.9885672,1697,279,43,1976.652461,943.4668317,27,22,iPhone
1131,1131,churned,10,9,132.1093979,20,22,0,3721.484406,2720.546856,3,1,iPhone
3018,3018,retained,118,95,123.4174455,2888,0,9,8531.48668,3038.331489,15,15,iPhone
2945,2945,retained,49,39,193.3358705,2488,257,45,2818.651613,837.1965644,25,16,Android
3659,3659,retained,122,110,313.5500678,1505,38,15,1714.655523,735.6799183,30,23,iPhone
10588,10588,retained,226,182,337.2950843,3311,0,17,3213.681242,1225.724298,14,7,iPhone
11070,11070,retained,64,55,252.477161,632,40,49,989.729023,540.6810419,9,7,Android
12136,12136,retained,76,72,520.3278342,704,146,30,2097.327515,1620.27087,25,20,iPhone
14032,14032,retained,137,137,162.5629287,2071,174,0,2782.738643,2011.389424,25,24,Android
2663,2663,retained,138,111,422.8712838,2616,0,4,3702.127194,2305.80436,10,9,Android
13735,13735,retained,173,138,203.9527986,2225,326,10,1278.590458,94.01148067,0,0,Android
5378,5378,retained,180,145,183.7281546,872,246,6,3440.151385,2863.993176,30,26,Android
8358,8358,churned,690,552,728.1872354,3138,499,52,9048.490104,2073.484493,6,3,Android
1362,1362,retained,57,46,276.9216539,1083,46,48,1172.332231,670.8348872,1,0,iPhone
7180,7180,retained,4,4,63.33542939,2578,155,43,2953.678118,1412.163504,11,6,iPhone
13063,13063,retained,277,234,338.635681,1615,26,0,372.072815,181.382897,5,2,Android
5533,5533,retained,73,64,390.6058935,1813,34,0,3335.201184,844.6619765,27,24,iPhone
3481,3481,retained,41,34,66.17630619,1012,100,0,2267.461743,1562.234899,28,18,iPhone
14450,14450,churned,7,6,357.1223193,62,0,20,3371.102563,1598.424343,10,9,iPhone
6255,6255,retained,100,80,146.7436255,107,83,0,3756.495105,1004.552969,2,2,iPhone
14837,14837,retained,174,141,288.7416029,2794,298,0,2876.423235,2262.878734,29,19,iPhone
8746,8746,retained,204,163,334.8777792,1394,0,29,3114.690598,888.9661585,0,0,iPhone
12707,12707,retained,27,22,210.3984044,2290,260,0,3567.66838,1128.224524,19,12,iPhone
5112,5112,retained,118,95,309.2285358,1327,0,28,2470.714938,1947.697903,23,17,Android
5940,5940,,20,17,59.46141769,1696,0,56,3589.174736,2756.806473,21,18,Android
7978,7978,,21,19,40.71206147,1242,18,44,2155.266876,1351.696047,26,25,iPhone
9334,9334,retained,17,15,99.13839991,3252,26,49,1530.663136,1088.344797,11,5,Android
10143,10143,,27,21,227.8109286,907,0,83,5615.94657,1636.982505,11,11,iPhone
2880,2880,retained,3,3,7.298134429,2832,135,37,2055.872769,836.190215,5,1,iPhone
5839,5839,retained,6,5,54.69226601,2555,20,34,7784.820142,3652.553899,7,7,Android
3381,3381,retained,114,92,279.5617397,3175,15,43,6021.932899,4483.134537,17,10,Android
12549,12549,churned,47,38,50.50653673,274,74,0,4847.64593,2026.440347,3,2,iPhone
1302,1302,retained,169,136,187.286814,2691,156,0,2824.443616,621.6452762,27,21,iPhone
14211,14211,retained,21,17,26.18826776,3084,29,54,5065.329861,3144.067057,26,24,iPhone
7442,7442,retained,143,116,183.4326136,809,46,2,795.5189535,408.8349484,17,14,Android
4957,4957,retained,78,62,200.560106,1902,192,0,4513.084641,3009.406544,19,19,Android
4836,4836,retained,88,75,113.9357434,486,51,0,7774.53005,6234.257624,12,7,iPhone
14494,14494,retained,11,11,18.52927025,3254,72,200,1316.91913,211.3625619,7,3,Android
8703,8703,retained,127,102,201.3997046,82,14,0,2698.482904,1479.747166,19,15,Android
9554,9554,churned,127,120,191.3684419,825,167,0,1932.639582,1163.17683,22,16,iPhone
5720,5720,retained,40,35,367.366374,1388,118,19,4286.265032,1670.559455,22,22,iPhone
8139,8139,retained,36,29,244.442574,933,20,37,2180.812916,603.4721789,29,23,Android
9617,9617,churned,123,101,132.2958919,39,131,71,6705.948276,1319.847024,1,0,iPhone
942,942,retained,148,119,320.0363332,2613,197,79,4905.513039,397.7137538,19,17,iPhone
12615,12615,retained,34,28,73.3484068,3314,88,19,593.3380884,337.671502,14,7,iPhone
3235,3235,retained,1,1,257.5487328,688,100,27,2658.919414,1925.654887,5,5,iPhone
14828,14828,churned,35,28,257.9220781,692,163,111,3511.008542,2336.328823,9,9,iPhone
3257,3257,retained,75,75,294.0623216,2139,219,0,2177.831246,1808.567,14,14,iPhone
11321,11321,retained,106,91,156.3614232,3222,268,32,2045.507082,432.4545645,30,26,Android
11076,11076,retained,164,139,233.5081686,521,82,0,5164.193644,2850.748837,21,20,iPhone
176,176,,283,226,529.5339436,1110,6,0,3028.6013,2489.697005,17,11,iPhone
435,435,retained,3,3,334.2238482,1525,0,42,7896.638283,5860.949843,3,0,Android
12486,12486,retained,71,58,93.69785963,3372,0,24,2817.892909,1128.14095,23,15,Android
7049,7049,retained,92,74,359.1315285,2246,29,0,3058.910132,2455.108816,3,2,iPhone
308,308,retained,139,115,143.5246887,1493,0,21,11976.60698,7850.54279,16,11,iPhone
1565,1565,retained,146,119,147.9752149,140,235,22,3192.585057,2516.788677,14,6,Android
3964,3964,retained,87,73,196.4574302,3121,164,24,3766.146137,722.4803238,17,9,iPhone
6727,6727,retained,33,27,177.8948335,2017,62,0,4734.38663,768.3181776,26,24,iPhone
2135,2135,retained,16,16,125.0731297,1775,421,4,2573.174072,1111.062482,29,20,iPhone
9059,9059,,131,108,140.0296277,965,18,43,1392.132705,982.5218547,6,6,iPhone
13848,13848,retained,31,31,32.50642379,3381,78,62,1068.787598,407.9039172,23,14,iPhone
9226,9226,retained,8,7,412.5641262,1171,253,24,3005.558753,709.4704791,20,18,iPhone
10327,10327,retained,235,212,435.1663856,143,223,10,6952.882549,875.381667,28,24,iPhone
4977,4977,retained,172,138,194.2887622,3194,419,0,2708.967171,1384.462921,31,27,Android
8663,8663,churned,99,79,188.219634,2046,0,0,6353.737848,3996.204962,9,7,iPhone
12255,12255,retained,20,17,86.81757253,55,247,176,8276.386668,748.5456162,16,16,iPhone
595,595,retained,1,1,10.21980196,2091,0,0,5456.791613,2618.52791,7,7,iPhone
7393,7393,churned,13,11,14.5556744,1560,134,12,3178.101172,1852.712766,12,5,iPhone
2276,2276,,15,13,204.6464629,2407,0,7,860.6411474,355.2650901,19,17,Android
7072,7072,churned,29,23,137.9773738,630,153,0,6607.691969,2690.062675,28,24,iPhone
6830,6830,retained,15,13,35.73124096,3475,0,0,2750.707337,787.3240031,9,9,iPhone
4625,4625,retained,205,166,370.6818195,2688,190,0,1341.903332,395.7059533,27,22,iPhone
9244,9244,churned,18,17,119.1240805,340,33,0,1149.129272,679.2027458,3,0,Android
5332,5332,churned,195,158,287.3842609,1139,0,42,3641.023371,1955.007117,3,3,Android
11050,11050,retained,104,84,295.1513808,628,315,86,4900.541801,3365.387279,14,7,iPhone
5351,5351,churned,93,75,164.897297,3182,355,35,5881.755764,1688.440302,5,0,iPhone
12462,12462,retained,15,12,189.6674105,494,103,23,1913.378484,1059.66616,20,13,iPhone
2623,2623,churned,55,44,68.98042036,902,631,3,3127.620375,1763.627487,13,6,iPhone
9627,9627,retained,40,32,56.67756615,2417,194,0,3195.424962,1506.67184,11,7,iPhone
4572,4572,churned,68,56,98.7919381,1612,0,107,1975.100041,860.9989035,8,4,iPhone
11341,11341,retained,10,8,90.04051894,2776,132,0,3265.979741,929.8271049,13,8,iPhone
13730,13730,retained,43,37,89.71060435,1078,21,0,6402.373686,4404.711016,30,21,Android
231,231,retained,91,73,103.89582,3387,266,19,6995.447995,2721.061538,11,9,Android
179,179,retained,12,11,125.4712179,961,256,31,1579.994416,1172.120431,30,25,iPhone
7879,7879,retained,24,22,92.31064261,2354,138,0,8841.182669,736.8025137,22,18,iPhone
737,737,retained,250,207,463.1505121,2223,37,0,3394.588062,1157.942684,13,9,iPhone
14421,14421,retained,52,46,186.7403326,2951,47,17,4043.881657,2452.216386,26,17,Android
11887,11887,retained,147,118,154.5547333,3058,277,0,3045.038855,1376.399707,5,5,iPhone
13750,13750,retained,41,33,351.8972685,1595,46,0,2255.128792,1556.209931,27,18,iPhone
3865,3865,churned,511,418,530.8883503,3064,99,0,3798.989533,1077.00685,16,14,iPhone
5865,5865,retained,59,48,191.9583113,787,34,6,2532.307396,901.4986848,15,10,iPhone
10957,10957,,28,24,73.15925126,1939,0,18,2744.154678,1075.109238,12,12,iPhone
6057,6057,retained,10,10,17.36818616,27,123,0,2020.383718,1185.367375,27,26,iPhone
10942,10942,retained,419,336,614.2898159,499,34,0,3954.393894,2068.877763,15,15,Android
11532,11532,retained,26,24,76.70077222,3073,0,0,4847.561973,3864.88493,23,23,iPhone
109,109,retained,38,38,77.18311377,2324,7,27,1702.406888,364.6328176,3,3,Android
5705,5705,retained,305,245,423.4663402,104,0,41,3150.570689,1220.332753,22,19,iPhone
8480,8480,retained,52,44,147.5677991,659,60,0,5755.131961,2724.330542,23,15,iPhone
1321,1321,retained,101,83,171.7515739,1868,0,2,10852.26795,5801.223063,16,10,iPhone
5935,5935,retained,28,23,42.24441242,298,0,6,6148.72605,1920.244436,10,6,Android
1995,1995,retained,11,11,54.95608792,375,11,0,1401.298856,268.1824385,25,25,iPhone
6495,6495,churned,276,221,318.0609538,1020,40,12,2694.987823,1763.304066,11,4,iPhone
755,755,retained,164,133,392.1098712,3133,46,29,3229.642762,2311.052881,16,16,Android
8218,8218,retained,190,153,292.2448519,869,315,100,10923.87633,5667.374701,17,17,iPhone
14072,14072,churned,181,150,411.7295277,1283,164,27,3804.9809,2518.219039,24,19,iPhone
5137,5137,retained,24,21,119.0022748,1136,5,0,7297.654584,5549.782763,27,25,Android
10203,10203,,69,55,221.0990588,884,449,38,3258.894886,2215.31963,30,20,iPhone
800,800,churned,52,46,75.84420886,2463,436,7,3911.255742,1494.258414,2,2,Android
11320,11320,retained,65,54,156.6173696,1700,29,23,614.9109174,480.8897879,17,17,Android
2086,2086,retained,63,52,66.19646797,2727,13,9,1904.569567,744.9252215,28,25,iPhone
5501,5501,retained,180,145,188.7066124,3300,4,17,2313.823473,275.7056168,17,12,Android
6200,6200,churned,34,28,437.9998902,1603,201,114,2104.831556,1367.682448,9,3,iPhone
9548,9548,retained,114,92,541.093839,2980,189,0,3868.203532,847.1040046,7,7,iPhone
69,69,retained,36,30,132.3810261,2384,7,0,2485.994087,1197.510681,10,4,iPhone
5367,5367,churned,28,26,229.7556413,819,126,2,2745.454363,2191.395216,4,2,Android
9635,9635,retained,8,8,168.3742275,1369,63,0,2014.691125,782.219599,18,15,iPhone
13040,13040,retained,12,10,107.598518,159,95,13,5787.559247,883.9730059,9,4,iPhone
13322,13322,churned,33,26,106.5258872,832,249,60,8007.956415,3531.370387,18,12,Android
5682,5682,retained,4,3,125.9904849,1388,292,91,2043.89332,1612.289789,27,19,iPhone
9030,9030,retained,20,17,196.5881616,3167,58,107,4002.353827,1367.748485,4,0,iPhone
11187,11187,churned,25,21,63.97013961,742,23,8,5592.099916,3252.063427,9,3,iPhone
10148,10148,retained,11,11,209.7110891,3498,159,0,2537.279585,1484.115254,23,22,iPhone
5170,5170,retained,29,29,162.8534786,1047,174,73,553.0256473,454.0684076,5,0,Android
1680,1680,churned,68,68,86.77162411,3365,39,12,2850.93299,2162.579281,1,1,iPhone
10650,10650,,32,26,39.02241206,2456,113,0,3785.643487,689.4013548,22,15,iPhone
377,377,retained,47,47,230.7168752,1889,0,25,2733.89665,810.8231637,26,24,Android
1469,1469,retained,64,64,167.9347403,1494,0,0,1019.862365,802.9668435,27,18,iPhone
9713,9713,retained,26,23,123.3150063,1143,289,0,3760.811687,2844.489178,27,22,iPhone
5961,5961,retained,82,67,140.5948424,254,39,16,2797.981622,853.5127598,12,5,iPhone
2603,2603,retained,111,89,150.6181128,2291,25,51,5290.123341,2267.466533,10,8,Android
4181,4181,retained,84,84,218.9417135,2114,0,4,6590.382407,5121.422281,11,11,Android
11419,11419,retained,121,97,185.9426805,2844,110,81,4000.138326,3180.130523,26,20,iPhone
7868,7868,retained,20,20,53.87588394,1140,29,0,4036.516568,2091.221942,23,21,Android
8826,8826,retained,21,17,78.03306312,3017,478,0,5120.856982,2280.443013,11,11,iPhone
11620,11620,retained,60,50,134.3989983,708,82,0,3517.424983,1175.781762,17,10,iPhone
14193,14193,retained,49,40,68.13448936,832,251,15,5165.326151,1703.850757,17,10,iPhone
4505,4505,churned,85,75,205.970161,1469,196,9,14679.69851,7237.662027,24,15,iPhone
11533,11533,retained,24,24,67.19724793,1719,73,144,7789.075358,4315.107992,18,18,iPhone
7048,7048,retained,89,72,429.8999214,1660,27,0,3956.563448,2056.939989,29,28,iPhone
4230,4230,retained,42,41,79.38718888,3235,284,32,7772.99426,3572.452734,7,3,iPhone
9023,9023,retained,39,32,145.485121,2323,0,0,4002.729798,2001.101754,8,8,iPhone
13602,13602,churned,97,82,256.5817648,1296,0,218,2025.04631,879.6110699,15,9,Android
3091,3091,retained,80,64,205.4421119,3373,39,56,6238.597337,1246.457137,24,22,Android
2726,2726,retained,100,91,880.4521875,1398,321,55,2068.176789,1112.113566,24,17,iPhone
477,477,retained,6,6,183.3135993,749,161,21,2058.202902,994.8348659,14,7,iPhone
1329,1329,retained,145,118,314.458831,3028,413,143,2365.183777,861.5053577,15,13,iPhone
2283,2283,retained,56,48,67.01642272,543,357,0,2608.034949,1329.183742,8,8,iPhone
3732,3732,churned,142,120,215.1315349,1670,211,18,2778.700856,1399.598863,4,0,iPhone
14470,14470,retained,244,195,306.7770095,2540,117,0,1956.471079,1001.557003,15,15,Android
9675,9675,retained,312,249,446.0931868,2516,210,0,3893.627055,471.2189345,10,10,Android
5873,5873,retained,14,11,178.1409886,1094,0,130,885.2242474,367.3539267,16,16,Android
5557,5557,retained,2,2,18.07884313,2582,39,0,10908.04407,6885.331756,17,13,iPhone
751,751,churned,43,37,167.6937414,430,0,6,3595.874309,2781.913815,31,23,iPhone
14116,14116,churned,50,40,299.1028913,1301,330,139,1440.057324,775.9706943,14,14,iPhone
2300,2300,retained,9,7,362.1423789,10,68,35,6872.241723,2698.538709,10,10,iPhone
12616,12616,retained,158,127,442.7107142,1923,0,14,6387.396979,3399.149042,22,22,iPhone
873,873,retained,5,4,65.04110433,3174,0,104,6515.822801,4664.246282,5,5,iPhone
6620,6620,churned,365,292,482.1576566,1457,0,36,7845.077431,5590.117534,6,6,Android
8447,8447,retained,5,5,123.2145189,2428,8,0,4318.772435,2079.012626,11,6,iPhone
5127,5127,retained,4,4,280.5012223,2089,199,0,1896.262224,1268.807053,4,4,iPhone
